"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Triple-Double",10,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Triple-Double",10,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.982100982697349,0.258898986984896,0.000148613371405712
"Moneyball",8,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.481301666904917,0.0351981059756935,1.4503278660949e-42
"Jumper",9,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.668638026170536,0.029186949300124,3.79646392718885e-116
"Anywhere",7,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Painter",3,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Defender",1,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.19460840914238,0.0502135089363388,0.000106354162220712
"Moneyball",8,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Big Jump",5,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.794776399642723,0.0664987176224522,6.35682641145253e-33
"Jumper",9,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Pass First",6,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Painter",3,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",1.4128933096592,0.0541714764545976,5.85527461088908e-150
"Center",4,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Pass First",6,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.531354676279872,0.0359538011288924,2.00657283327443e-49
"Double-Double",2,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.977846990782607,0.0935864889170447,1.48717434512377e-25
"Anywhere",7,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.684856394639828,0.045625992701451,6.29343135208146e-51
"Center",4,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.846496402763458,0.0851063424466485,2.61635523641212e-23
"Big Jump",5,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Defender",1,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Double-Double",2,"D_FGA","Opponent FGA at Rim","Field goals attempted while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.415850090599392,0.0130621899364061,2.04556352958259e-222
"Triple-Double",10,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.925907457895675,0.22004720368638,2.57906090872746e-05
"Moneyball",8,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Triple-Double",10,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Jumper",9,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Jumper",9,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.641543657088243,0.0318126514046388,1.93569158871012e-90
"Painter",3,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",1.40314037101894,0.0575604446646517,3.01309337823832e-131
"Defender",1,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.254479875125965,0.0479263138568182,1.09736379541654e-07
"Moneyball",8,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.458313473391851,0.0328136638707887,2.47316034603698e-44
"Anywhere",7,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Anywhere",7,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.695416151895493,0.0423452004350734,1.31905835595386e-60
"Painter",3,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Big Jump",5,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.791148593879922,0.0665752472327717,1.44157914840759e-32
"Pass First",6,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Double-Double",2,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.947103614884328,0.103170258972569,4.31066692776328e-20
"Center",4,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",0.848711910449834,0.0824444845909877,7.47269386918793e-25
"Center",4,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Pass First",6,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Means",-0.515624300931457,0.0318500710321276,6.01929734944295e-59
"Double-Double",2,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Defender",1,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Big Jump",5,"D_FGM","Opponent FGM at Rim","Field goals made while player was defending the rim per 36 minutes","Defense","Contesting","Variances",0.430685868752281,0.0157380756173183,6.99473948376539e-165
"Jumper",9,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Center",4,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",0.350531076616304,0.150836486596149,0.020130084677979
"Big Jump",5,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Anywhere",7,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",0.351413048318034,0.0918734413025649,0.000130788638461721
"Pass First",6,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Center",4,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Double-Double",2,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Triple-Double",10,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",3.98509575054821,0.551559350732176,5.00571017634684e-13
"Triple-Double",10,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Pass First",6,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",-0.295641615670152,0.0304542435183246,2.79488318835929e-22
"Anywhere",7,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Big Jump",5,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",0.00746583645329748,0.061610952563828,0.903550763362519
"Defender",1,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Painter",3,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",0.134680544892998,0.0965058131363529,0.162844248842824
"Moneyball",8,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",-0.408746854186556,0.00988993025496042,0
"Jumper",9,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",-0.222389991875929,0.0338741048604299,5.19659666623257e-11
"Defender",1,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",-0.36713407452423,0.0187436088139826,1.9898295328085e-85
"Painter",3,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Double-Double",2,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Means",2.02508709477235,0.286475691476316,1.560917085386e-12
"Moneyball",8,"DD2","Double-Doubles","Number of double-doubles for the season","Both","Efficiency","Variances",0.595643173393537,0.0562365067288171,3.25440384546905e-26
"Moneyball",8,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.167750137634504,0.0413877341678291,5.05354875280007e-05
"Jumper",9,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Anywhere",7,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Jumper",9,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.381624219682883,0.0292656358677078,7.2446399249863e-39
"Pass First",6,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Triple-Double",10,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Moneyball",8,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Defender",1,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Triple-Double",10,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.343400243118061,0.122585411155818,0.00508949519500929
"Big Jump",5,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",0.640991494848287,0.111406232443465,8.73414039974345e-09
"Defender",1,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.0866337851662857,0.053203178993808,0.103449145068839
"Double-Double",2,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",0.798415084836879,0.185297487520684,1.64121609877484e-05
"Painter",3,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Pass First",6,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.477935544821272,0.0163069961793739,8.05395106935852e-189
"Anywhere",7,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.493664315993848,0.0232145024753527,2.37755319622205e-100
"Painter",3,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",1.16357624206115,0.0967096208256544,2.42272049191311e-33
"Big Jump",5,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Double-Double",2,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Center",4,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Variances",0.655391016450907,0.025560301431049,5.33118971840233e-145
"Center",4,"DEF_BOXOUTS","Boxouts on Def","Box outs on defense per 36 minutes","Defense","Rebounding","Means",-0.746964227150448,0.00361786391073419,0
"Anywhere",7,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Defender",1,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",0.276537638163086,0.0922023629005842,0.00270648010577979
"Triple-Double",10,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Moneyball",8,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",-0.000583856892558805,0.0570593917938658,0.991835835320678
"Triple-Double",10,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",0.468044750903736,0.317944376538043,0.140994865520855
"Moneyball",8,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Anywhere",7,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",0.270566173876631,0.0948322175151978,0.00432944576137101
"Defender",1,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Pass First",6,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Double-Double",2,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",0.0117542378221822,0.103336552448514,0.909438238662612
"Jumper",9,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Double-Double",2,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Big Jump",5,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",-0.173502392412898,0.0708163813053981,0.0142843563605767
"Big Jump",5,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Jumper",9,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",-0.0326262738655335,0.0653641413454886,0.61767627288337
"Painter",3,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",-0.015711134246303,0.056686340669039,0.781657955693725
"Painter",3,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Center",4,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Variances",0.918107429551516,0.0265317324473259,2.19001081333503e-262
"Pass First",6,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",0.167032709722229,0.068908362682013,0.0153513179414575
"Center",4,"DEF_LOOSE_BALLS_RECOVERED","Loose Ball Def","Loose balls recovered on defense per 36 minutes","Defense","Hustle","Means",-1.04564638048479,0.00289803940963398,0
"Anywhere",7,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Double-Double",2,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.0739667202904474,0.090243485392645,0.412424207642782
"Pass First",6,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Anywhere",7,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.242383522786302,0.0872136699059896,0.0054494325618074
"Jumper",9,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Triple-Double",10,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Defender",1,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Double-Double",2,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Defender",1,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.283487449057491,0.0908343933180053,0.00180283133924445
"Triple-Double",10,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.646065357154392,0.213704942652475,0.00250145603818435
"Jumper",9,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",-0.0334047518730279,0.0544506161882867,0.539554294638503
"Painter",3,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Moneyball",8,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Moneyball",8,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",-0.129533877925033,0.0488864745445934,0.00805662658688685
"Painter",3,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.202060586194012,0.0561376376158459,0.000318979055890472
"Center",4,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Pass First",6,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",0.25943436711837,0.0694985035896034,0.000189250950475458
"Big Jump",5,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Variances",0.847353635476941,0.0262480578458484,1.23041621030549e-228
"Center",4,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",-1.47431358436522,0.0224436276491982,0
"Big Jump",5,"DEFLECTIONS","Deflections","Number of times gets a hand on the ball (non-shot attempt) per 36 minutes","Defense","Hustle","Means",-0.121689275501214,0.0728778273946323,0.0949646997588439
"Defender",1,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",0.869641429075379,0.0747375485551623,2.7060109853826e-31
"Double-Double",2,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-0.618755046394543,0.136390519213536,5.71568336843118e-06
"Jumper",9,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Triple-Double",10,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-1.50277328868203,0.26305569191125,1.11160249330487e-08
"Triple-Double",10,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Pass First",6,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",0.155293446823154,0.0633338908128411,0.014207247581639
"Moneyball",8,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",0.234698061700817,0.0607331684913043,0.000111356551470109
"Jumper",9,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-0.140333772132291,0.0679179473536335,0.0388072235347773
"Defender",1,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Big Jump",5,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-0.350705286627905,0.0742135987381946,2.29414001425955e-06
"Painter",3,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",0.0868892543070523,0.0551702803533277,0.115272918259144
"Double-Double",2,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Painter",3,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Anywhere",7,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Big Jump",5,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Pass First",6,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Center",4,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-0.596343833383061,0.0805522737389566,1.32950736481887e-13
"Center",4,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Anywhere",7,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Means",-0.665199661517024,0.0710769856878107,8.06005143695559e-21
"Moneyball",8,"DIST_MILES_DEF","Distance Def","Miles run while on defense per game","Defense","Movement","Variances",0.794066252840664,0.026282360209605,1.60364748722039e-200
"Triple-Double",10,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Painter",3,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-0.23046834102587,0.0530372066964173,1.3901656552381e-05
"Center",4,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Moneyball",8,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",0.134783094684182,0.0554793535872498,0.0151226685216481
"Moneyball",8,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Big Jump",5,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Double-Double",2,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Center",4,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-0.858076511786665,0.082761151842279,3.46315603053791e-25
"Jumper",9,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Pass First",6,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",0.577988842029016,0.0546898645528087,4.17193233976724e-26
"Defender",1,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Painter",3,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Big Jump",5,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-0.182307497417726,0.0783814448268921,0.0200238214442425
"Jumper",9,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-0.0492926419692197,0.049936933311728,0.323594647517271
"Double-Double",2,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-0.817267466168572,0.138039228166233,3.2087642060715e-09
"Anywhere",7,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",0.0979998848623727,0.074755504914162,0.1898784727229
"Anywhere",7,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Triple-Double",10,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",-1.24487226941613,0.326623255339781,0.000138215520091342
"Pass First",6,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Variances",0.842545944668758,0.0252601913977676,6.22817283403751e-244
"Defender",1,"DIST_MILES_OFF","Distance Off","Miles run while on offense per game","Offense","Movement","Means",0.301923190822064,0.061625694202047,9.61753028966992e-07
"Triple-Double",10,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Triple-Double",10,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",1.04251007506286,0.232508344879383,7.33414249994845e-06
"Double-Double",2,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",1.65884239958539,0.132900511000768,9.37983522579238e-36
