"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Defender",1,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",-0.695083044458616,0.0728556612309206,1.42077439741822e-21
"Defender",1,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Pass First",6,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",-0.40352850416901,0.0457414081536333,1.12481535621343e-18
"Double-Double",2,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Jumper",9,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",0.521437819409999,0.0863268155904703,1.53850533433822e-09
"Triple-Double",10,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Center",4,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Pass First",6,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Double-Double",2,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",1.4579011083961,0.133214991879681,7.10189597758297e-28
"Triple-Double",10,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",2.93525889541581,0.419377068338658,2.5762572993535e-12
"Anywhere",7,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Painter",3,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Anywhere",7,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",1.51422492772253,0.113436977370692,1.20694640967646e-40
"Jumper",9,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Center",4,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",-0.228367143010609,0.115882653270906,0.0487609677609726
"Big Jump",5,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",0.0400516640492218,0.0789880813862403,0.612113008688111
"Big Jump",5,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Painter",3,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",-0.335198114749574,0.0699549951721089,1.65435768914208e-06
"Moneyball",8,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Variances",0.474480304635558,0.0207743906637444,1.85102469664822e-115
"Moneyball",8,"PTS","Points","Points scored per 36 minutes","Offense","Shooting","Means",-0.521751526246201,0.0450669362140121,5.37377960069633e-31
"Defender",1,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",-0.199158039465849,0.0683582696500787,0.0035746512615032
"Defender",1,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Painter",3,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",1.09288176949299,0.0803080965675654,3.55936953321629e-42
"Double-Double",2,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",1.86635378803373,0.216003100867685,5.60152005116763e-18
"Triple-Double",10,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",0.653600181815918,0.137789361666643,2.10084465901814e-06
"Triple-Double",10,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Double-Double",2,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Jumper",9,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",-0.28039411509924,0.0411103428714855,9.07084954570874e-12
"Painter",3,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Big Jump",5,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Pass First",6,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",-0.784119234521926,0.0245126900105538,1.5861627939403e-224
"Anywhere",7,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Jumper",9,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Center",4,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Big Jump",5,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",0.190751558944124,0.0534178926197374,0.000355715867543539
"Pass First",6,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Moneyball",8,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Variances",0.450168112395794,0.0245487372997476,4.13716265087154e-75
"Moneyball",8,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",-0.577424440067043,0.0275269596047234,1.07097963457043e-97
"Center",4,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",0.918317771552625,0.117921015645677,6.83119950576278e-15
"Anywhere",7,"PTS_2ND_CHANCE","Points from Second Chance","Points scored off second chance possession per 36 minutes","Offense","Shooting","Means",-0.233266795969163,0.0459994705644583,3.9557343773087e-07
"Triple-Double",10,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",2.62479561941223,0.440628774279666,2.5701721309621e-09
"Double-Double",2,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Jumper",9,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",0.594362359868106,0.0675946256563858,1.45564457653964e-18
"Jumper",9,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Defender",1,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Anywhere",7,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Defender",1,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",0.239354876723704,0.0869139881310429,0.00588846975979427
"Big Jump",5,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.493576675256358,0.0541635459540891,8.03495230523703e-20
"Triple-Double",10,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Double-Double",2,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.210121231537732,0.119486694641345,0.0786569528340804
"Center",4,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.729618596010858,0.0740964613223017,7.07082679397713e-23
"Moneyball",8,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.0836076478859748,0.0449545847537437,0.0629103291229699
"Center",4,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Painter",3,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Moneyball",8,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Pass First",6,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Big Jump",5,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Variances",0.687460855738378,0.0267892854738334,3.12349929111825e-145
"Painter",3,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.762556734534319,0.0426668629763722,1.93691939633491e-71
"Anywhere",7,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",1.06746204206963,0.0968128780444372,2.86211614848606e-28
"Pass First",6,"PTS_FB","Points from Fast Break","Points scored per 36 minutes from fast breaks","Offense","Shooting","Means",-0.0420455725904786,0.0454195444019776,0.354593892510891
"Jumper",9,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",0.534341435805509,0.0726872791467955,1.9638045556811e-13
"Painter",3,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Defender",1,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",0.0282956833959968,0.0939201968818897,0.763205808961569
"Triple-Double",10,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",2.53967826741554,0.378155398458589,1.8682615613017e-11
"Anywhere",7,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Moneyball",8,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Defender",1,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Double-Double",2,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Moneyball",8,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",-0.377997749113404,0.044998876753083,4.45872004230419e-17
"Jumper",9,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Double-Double",2,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",0.709331981875112,0.103525536016467,7.29475811580257e-12
"Anywhere",7,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",1.11922855376768,0.0983538154158779,5.2832446760623e-30
"Big Jump",5,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",-0.252696559353878,0.0726387934700264,0.000503645583123198
"Painter",3,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",-0.517273022582581,0.0625020837309316,1.27283201124622e-16
"Center",4,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",-0.394160690137148,0.122538293536584,0.00129704505022598
"Triple-Double",10,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Center",4,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Pass First",6,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Means",-0.284226938680347,0.047137925151456,1.64277441001385e-09
"Pass First",6,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Big Jump",5,"PTS_OFF_TOV","Points from Turnovers","Points scored off turnovers per 36 minutes","Offense","Shooting","Variances",0.71251655543901,0.0283329378604633,1.48643203991792e-139
"Defender",1,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",-0.142703890218977,0.0687761498237574,0.0379954573960806
"Painter",3,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Jumper",9,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",-0.0870882664261279,0.056175589842666,0.121072732530846
"Jumper",9,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Defender",1,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Center",4,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",0.685135888128372,0.0922307891093838,1.09840841536779e-13
"Center",4,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Anywhere",7,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Triple-Double",10,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",1.62975905422765,0.191918995582336,2.03266430471873e-17
"Triple-Double",10,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Pass First",6,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",-0.442211767947391,0.0422535580468373,1.24195619413206e-25
"Painter",3,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",0.939583372322487,0.0752422093505079,8.74098942838476e-36
"Double-Double",2,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",1.95914404278859,0.153805553723712,3.64539937747734e-37
"Double-Double",2,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Big Jump",5,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Anywhere",7,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",0.572635658176797,0.070147303208562,3.25909694747246e-16
"Moneyball",8,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Big Jump",5,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",-0.18585740814995,0.0624499881813772,0.00291939674965511
"Pass First",6,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Variances",0.386866434397427,0.0182381127030537,7.40347268129107e-100
"Moneyball",8,"PTS_PAINT","Points from Paint","Points per 36 minutes earned in the paint","Offense","Shooting","Means",-1.03716103307634,0.028248742668461,4.1632134336095e-295
"Pass First",6,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",-1.1238969619347,0.0337029581785402,8.01671650832709e-244
"Jumper",9,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Big Jump",5,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Triple-Double",10,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Moneyball",8,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",0.249700215704749,0.0594001757616794,2.62592842839643e-05
"Triple-Double",10,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",0.854019020725983,0.319564178939552,0.00752997842528739
"Pass First",6,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Painter",3,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Jumper",9,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",0.651249067996154,0.0930036040887197,2.51602289833191e-12
"Defender",1,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",-0.0155688265117584,0.0918718757230306,0.865432962505343
"Big Jump",5,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",-0.159076952353166,0.0708984836676934,0.0248498716486519
"Anywhere",7,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Center",4,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Anywhere",7,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",0.243829211888113,0.122217726393524,0.0460385539697796
"Painter",3,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",-0.180397640760115,0.0630718977797095,0.00423386639325739
"Moneyball",8,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Defender",1,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Double-Double",2,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",0.730124715437968,0.108754829324899,1.90020575699613e-11
"Center",4,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Means",-0.131938882638402,0.102754956050541,0.199136782810792
"Double-Double",2,"PTS_PER_TOUCH","Points per Touch","Points scored per touch","Offense","Efficiency","Variances",0.701565807245465,0.0264501450691557,5.1139655578327e-155
"Jumper",9,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Big Jump",5,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Moneyball",8,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.13847149071124,0.0426398666243775,0.00116437828236313
"Triple-Double",10,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.222180121913916,0.0818844035624336,0.00666089850323811
"Triple-Double",10,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Center",4,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Jumper",9,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.304268271320264,0.0262153740425333,3.82010640452877e-31
"Pass First",6,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.15624057763681,0.0325404570846108,1.57540186881856e-06
"Big Jump",5,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",-0.00724856283774863,0.0718061386568795,0.919593101723431
"Anywhere",7,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Moneyball",8,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Defender",1,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",-0.376431712949135,0.0767731542358278,9.43030154843356e-07
"Painter",3,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Painter",3,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",-0.587435094412837,0.130709717278685,6.98332717340181e-06
"Center",4,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",-0.319161682554154,0.158309493916809,0.0437935407870026
"Pass First",6,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Anywhere",7,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.395241311624673,0.0254494182088687,2.15807528771744e-54
"Double-Double",2,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Means",0.156439894175049,0.0767438062895837,0.0415030205265944
"Double-Double",2,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Defender",1,"PULL_UP_FG_PCT","Pull Up FGPCT","Shooting percentage from pull up shots","Offense","Efficiency","Variances",0.902509169151733,0.052627614945039,6.39809880377313e-66
"Triple-Double",10,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Center",4,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Triple-Double",10,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",2.56134185071021,0.595828057271519,1.71730287378065e-05
"Jumper",9,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Center",4,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.815214385950655,0.040690400222766,2.75244618576026e-89
"Painter",3,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Defender",1,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.626617288076308,0.0338210867962869,1.24109134937976e-76
"Anywhere",7,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Defender",1,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Big Jump",5,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.541705656605734,0.0413265704265954,2.96596059143456e-39
"Jumper",9,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",0.699192801313374,0.0703074402045663,2.65731133709659e-23
"Painter",3,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.909870244431198,0.0114380156856444,0
"Moneyball",8,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Pass First",6,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",0.509883371897585,0.0462770373064281,3.12711412296113e-28
"Pass First",6,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Moneyball",8,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.158012734694879,0.0406454790083058,0.000101246741053281
"Double-Double",2,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Double-Double",2,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",-0.439651463921385,0.0758376713018509,6.74030891344266e-09
"Big Jump",5,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Variances",0.356120877598709,0.0182463632509863,7.8171366850916e-85
"Anywhere",7,"PULL_UP_PTS","Points from Pull Up Jumpers","Points per 36 minutes from pull up jumpshots","Offense","Shooting","Means",1.90643968672699,0.104926461560253,9.03540686753445e-74
"Triple-Double",10,"REB_CHANCES","Chances at Easy Rebound","Number of times player was closest to ball during a rebound per 36 minutes","Both","Rebounding","Variances",0.247295197807445,0.00948895324576648,9.9975328180254e-150
"Moneyball",8,"REB_CHANCES","Chances at Easy Rebound","Number of times player was closest to ball during a rebound per 36 minutes","Both","Rebounding","Variances",0.247295197807445,0.00948895324576648,9.9975328180254e-150
"Jumper",9,"REB_CHANCES","Chances at Easy Rebound","Number of times player was closest to ball during a rebound per 36 minutes","Both","Rebounding","Variances",0.247295197807445,0.00948895324576648,9.9975328180254e-150
"Pass First",6,"REB_CHANCES","Chances at Easy Rebound","Number of times player was closest to ball during a rebound per 36 minutes","Both","Rebounding","Means",-0.748784559041007,0.0233435796844987,9.32415801116922e-226
"Moneyball",8,"REB_CHANCES","Chances at Easy Rebound","Number of times player was closest to ball during a rebound per 36 minutes","Both","Rebounding","Means",-0.70476008963808,0.0281466760653817,2.30990409088237e-138
